symbol1,symbol2,Unnamed: 0,dbs,evidence type,methods,ntissues,pmids,uniprot1,uniprot2,go1,go2
CCDC47,ATXN3,16588,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005791, GO:0005783, GO:0006983, GO:0007029, GO:0016021, GO:0016020, GO:0009791, GO:0005509, GO:0003723, GO:0005515, GO:0030433, GO:0001649, GO:0055074","GO:1904294, GO:0034605, GO:0005886, GO:0030036, GO:0061578, GO:1904379, GO:0000226, GO:0042405, GO:0005737, GO:0005730, GO:0005789, GO:0043161, GO:0005634, GO:0036459, GO:0005654, GO:0071218, GO:0005759, GO:0016363, GO:0016579, GO:0070536, GO:0071108, GO:0006281, GO:0010810, GO:0051117, GO:0006289, GO:0006974, GO:0035520, GO:0007268, GO:0031966, GO:0004843, GO:0031625, GO:0007399, GO:0045104, GO:0005829, GO:0006355, GO:0006511, GO:0006351, GO:0005515, GO:0006515, GO:1990380"
OGT,DMAP1,16589,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0032922, GO:0032435, GO:0046972, GO:0035020, GO:0007165, GO:0008375, GO:0032868, GO:0043996, GO:0000123, GO:0005634, GO:0043995, GO:0005739, GO:0005547, GO:0005654, GO:0006110, GO:0006111, GO:0031397, GO:0016579, GO:0080182, GO:0016262, GO:0007584, GO:0006915, GO:0046626, GO:0005886, GO:0016485, GO:0032991, GO:0048015, GO:0006493, GO:0043982, GO:0005829, GO:0043981, GO:0097363, GO:0043984, GO:0061087, GO:0006357, GO:0045944, GO:0005515, GO:0045862","GO:0035267, GO:0005737, GO:0006306, GO:0000122, GO:0005634, GO:0003714, GO:0005654, GO:0005657, GO:0043967, GO:0000981, GO:0006281, GO:0043968, GO:0006974, GO:0045471, GO:0045892, GO:0001103, GO:0042307, GO:0006338, GO:0005829, GO:0006351, GO:0005515, GO:0040008"
CHCHD2,PARK7,16609,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0043565, GO:0005634, GO:1900037, GO:0005739, GO:0045944, GO:0006351, GO:0005515, GO:0005758, GO:0008134, GO:0007005","GO:0032148, GO:2001237, GO:0005783, GO:0032435, GO:0050681, GO:0030424, GO:0051899, GO:0043523, GO:0043524, GO:0060081, GO:0051897, GO:0007005, GO:0003713, GO:0050727, GO:0098869, GO:1903206, GO:1903428, GO:1902958, GO:1903202, GO:1903200, GO:0033234, GO:0006281, GO:0060548, GO:0044297, GO:0019900, GO:0036470, GO:0036471, GO:0036478, GO:0090073, GO:0005829, GO:0018323, GO:1901671, GO:1903377, GO:1903122, GO:1902236, GO:0050821, GO:0010629, GO:0010628, GO:0000785, GO:0030073, GO:0032091, GO:0016605, GO:1903094, GO:0010273, GO:2000157, GO:0048471, GO:0016684, GO:0005747, GO:2000277, GO:1903135, GO:1903136, GO:1901984, GO:0006954, GO:1901215, GO:0060765, GO:0051444, GO:1900182, GO:0033864, GO:0046826, GO:0006517, GO:0019249, GO:0036524, GO:0036526, GO:0036527, GO:0036528, GO:0036529, GO:0019955, GO:0019899, GO:0008233, GO:0007265, GO:0005737, GO:0045340, GO:0005634, GO:0005739, GO:0006508, GO:0003690, GO:0005507, GO:0003697, GO:0042802, GO:0042803, GO:0036531, GO:0036530, GO:0008134, GO:0070301, GO:0044390, GO:0006974, GO:0005913, GO:0007338, GO:0031397, GO:0106046, GO:0106045, GO:0106044, GO:0098793, GO:0051091, GO:1902903, GO:0051583, GO:0045296, GO:0050787, GO:0045944, GO:1903181, GO:0005515, GO:1905259, GO:0042743, GO:0005102, GO:1903208, GO:1903189, GO:2000679, GO:0003729, GO:0033138, GO:0044388, GO:1903168, GO:0042593, GO:0009438, GO:0070491, GO:0070062, GO:1990381, GO:1903197, GO:0043066, GO:0005759, GO:0005758, GO:0045560, GO:0016532, GO:1903427, GO:2001268, GO:0006469, GO:1902177, GO:0006914, GO:1903178, GO:1903073, GO:0001047, GO:0005886, GO:0034599, GO:0008344, GO:2000825, GO:0051881, GO:0045121, GO:0046295, GO:1903384, GO:0051920, GO:0097110, GO:0002866, GO:0001933, GO:0032757, GO:1903599"
SNX32,NEIL1,16617,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0015031, GO:0016241, GO:0005515","GO:0005737, GO:0005654, GO:0006284, GO:0016798, GO:0006281, GO:0140078, GO:0005634, GO:0045008, GO:0008022, GO:0032074, GO:0005815, GO:0003906, GO:0006974, GO:0008270, GO:0006979, GO:0006289, GO:0005694, GO:0003684, GO:0019104"
N4BP2L1,PSMD14,16638,,exp,coexpression,12,,xxxxxx,xxxxxx,,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515"
UBA52,RPS21,16659,,exp,coexpression,16,,xxxxxx,xxxxxx,"GO:0000187, GO:0006294, GO:0006297, GO:0000184, GO:0005783, GO:0019985, GO:0019068, GO:0006614, GO:0005789, GO:0061024, GO:0006296, GO:0042769, GO:0043065, GO:0070987, GO:0061418, GO:0000209, GO:0010008, GO:0005737, GO:0003735, GO:0007254, GO:0030666, GO:0005615, GO:0070498, GO:0000122, GO:0005634, GO:0006281, GO:0033683, GO:0055085, GO:0005654, GO:0070628, GO:0019058, GO:0043488, GO:0035666, GO:0016579, GO:0042276, GO:0006283, GO:0044267, GO:0006625, GO:0016567, GO:0043066, GO:0006464, GO:0070423, GO:0006974, GO:0051092, GO:0015935, GO:0031145, GO:0019221, GO:0005886, GO:0019941, GO:0051403, GO:0022627, GO:0030512, GO:0007179, GO:0031982, GO:0016197, GO:0002755, GO:0075733, GO:0031625, GO:0005840, GO:0043657, GO:0070062, GO:0005829, GO:0016055, GO:0007249, GO:0036297, GO:0000715, GO:0005765, GO:0005741, GO:0045944, GO:0005515, GO:0031386, GO:0006413, GO:0070911","GO:0003735, GO:0000184, GO:0005791, GO:0015935, GO:0047485, GO:0005829, GO:0006614, GO:0005654, GO:0000461, GO:0003723, GO:0002181, GO:0000447, GO:0042788, GO:0006413, GO:0006412, GO:0022627"
VRK1,RFC3,16672,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0018105, GO:0031493, GO:0004672, GO:0046777, GO:0051301, GO:0072354, GO:0005737, GO:0005819, GO:0005730, GO:0005634, GO:0005654, GO:0004674, GO:0072355, GO:0007084, GO:0005524, GO:0005795, GO:0006468, GO:0035175, GO:0019901, GO:0007077, GO:0005829, GO:0043987, GO:0005515, GO:0090166","GO:0006297, GO:0006296, GO:0019985, GO:0042769, GO:0016887, GO:0003677, GO:1900264, GO:0042276, GO:0005634, GO:0033683, GO:0005654, GO:0043142, GO:0006261, GO:0006260, GO:0046683, GO:0031390, GO:0006283, GO:0006281, GO:0006974, GO:0006271, GO:0032201, GO:0000731, GO:0070987, GO:0003689, GO:0005663, GO:0005515"
INTS3,TBCK,16686,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0005737, GO:0006974, GO:0010212, GO:0006281, GO:0005634, GO:0005730, GO:0032039, GO:0005654, GO:0005515, GO:0016180, GO:0042795, GO:0070876, GO:0007093","GO:0005737, GO:0006468, GO:0072686, GO:0008283, GO:0090630, GO:0006886, GO:0030496, GO:0017137, GO:0030036, GO:0005096, GO:0004672, GO:0032006, GO:0005524"
SETD6,EME2,16704,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0019827, GO:0018026, GO:0005634, GO:0050727, GO:0051059, GO:0016279, GO:0005654, GO:0034968, GO:0048863, GO:0005515, GO:0032088, GO:0005829","GO:0006302, GO:0006281, GO:0000712, GO:0006974, GO:0090305, GO:0000790, GO:0005515, GO:0003677, GO:0008821, GO:0031297, GO:0048476, GO:0031573"
FAN1,CUL9,16706,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0019221, GO:0090091, GO:0017108, GO:0030035, GO:0030036, GO:0008144, GO:0030175, GO:0005902, GO:0007163, GO:0007043, GO:0009653, GO:0015629, GO:0005737, GO:0001725, GO:0001726, GO:0002102, GO:0045171, GO:0070062, GO:0000724, GO:0043209, GO:0005634, GO:0000287, GO:0070336, GO:0033683, GO:0051491, GO:0003779, GO:0140036, GO:0036297, GO:0016477, GO:0071803, GO:0005856, GO:0031941, GO:0008283, GO:0030027, GO:0051017, GO:0031253, GO:0044393, GO:0051015, GO:0030426, GO:0006974, GO:0035089, GO:0008409, GO:0005911, GO:0032956, GO:0006281, GO:0006289, GO:0004528, GO:0030674, GO:0010592, GO:0048870, GO:0005829, GO:0071437, GO:0045296, GO:0003723, GO:0005515, GO:0005654, GO:0032534","GO:0031625, GO:0046872, GO:0005829, GO:0016567, GO:0006511, GO:0000226, GO:0005515, GO:0031461, GO:0007088, GO:0043687, GO:0005524"
ATXN3,MRPL3,16716,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:1904294, GO:0034605, GO:0005886, GO:0030036, GO:0061578, GO:1904379, GO:0000226, GO:0042405, GO:0005737, GO:0005730, GO:0005789, GO:0043161, GO:0005634, GO:0036459, GO:0005654, GO:0071218, GO:0005759, GO:0016363, GO:0016579, GO:0070536, GO:0071108, GO:0006281, GO:0010810, GO:0051117, GO:0006289, GO:0006974, GO:0035520, GO:0007268, GO:0031966, GO:0004843, GO:0031625, GO:0007399, GO:0045104, GO:0005829, GO:0006355, GO:0006511, GO:0006351, GO:0005515, GO:0006515, GO:1990380","GO:0070126, GO:0070125, GO:0003735, GO:0005743, GO:0003723, GO:0005762, GO:0006412"
RPL13A,NOP53,16727,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005737, GO:0000184, GO:0015934, GO:0005840, GO:0071346, GO:0005730, GO:0097452, GO:0005634, GO:0016020, GO:1990904, GO:0006614, GO:0006412, GO:0003735, GO:0003723, GO:0017148, GO:0022625, GO:1901194, GO:0005925, GO:0006413, GO:0005829, GO:0003729","GO:1903006, GO:0032436, GO:0032435, GO:0050821, GO:0051898, GO:0042981, GO:0000027, GO:0000122, GO:1903715, GO:0005654, GO:0071456, GO:1901797, GO:1901796, GO:0042802, GO:0006281, GO:0031333, GO:0001650, GO:1990173, GO:0051726, GO:1902570, GO:1901837, GO:0014067, GO:0006974, GO:0008097, GO:0043231, GO:0039535, GO:0005829, GO:0005730, GO:0005622, GO:0033553, GO:0003723, GO:0005515, GO:0007095, GO:0001932, GO:0002039"
RPS24,NPM1,16763,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005654, GO:0000184, GO:0015935, GO:0034101, GO:0005634, GO:0016020, GO:0006614, GO:0006412, GO:0003735, GO:0022627, GO:0003723, GO:0031369, GO:0042274, GO:0006413, GO:0005829, GO:0006364","GO:0034080, GO:0008104, GO:0042393, GO:0005829, GO:0033613, GO:0042255, GO:0044387, GO:1902629, GO:0030957, GO:0010824, GO:0010826, GO:0007165, GO:0034644, GO:0031616, GO:0005925, GO:0046599, GO:0005737, GO:0000056, GO:0006407, GO:0005730, GO:0005813, GO:0005634, GO:0016020, GO:0003713, GO:0051082, GO:0030529, GO:0005654, GO:1902751, GO:0043066, GO:0045944, GO:0043023, GO:0045727, GO:0043024, GO:0042803, GO:0008284, GO:0008285, GO:0016032, GO:0006281, GO:0060699, GO:0008134, GO:0032071, GO:0006913, GO:0051059, GO:0004860, GO:0045893, GO:0001047, GO:0051092, GO:0051259, GO:0019901, GO:0000055, GO:0003682, GO:0032991, GO:0007569, GO:0032993, GO:0006334, GO:0042274, GO:1990904, GO:0042273, GO:0006974, GO:0006357, GO:0007098, GO:0003723, GO:0005515, GO:0046982, GO:0060735, GO:0006886, GO:0006338"
PSMD14,GATAD1,16765,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0043565, GO:0005634, GO:0005654, GO:0006357, GO:0008270, GO:0031497, GO:0000981"
RECQL5,AAAS,16811,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0009378, GO:0003677, GO:0003678, GO:0016591, GO:0051304, GO:0051301, GO:0005737, GO:0010165, GO:0000724, GO:0005634, GO:0005654, GO:0006260, GO:0043140, GO:0005694, GO:0042802, GO:0072757, GO:0045930, GO:0034244, GO:0000278, GO:0006281, GO:0032508, GO:0006974, GO:0006310, GO:2000042, GO:0000070, GO:0005829, GO:0005524, GO:0006259, GO:1990414, GO:0000993","GO:0031965, GO:0016020, GO:0005643, GO:0005813, GO:0005634, GO:0005635, GO:0007612, GO:0006913, GO:0005654, GO:0009566, GO:0003674, GO:0016032, GO:0046822, GO:0005829, GO:0006406"
TUBGCP4,TP53BP1,16832,,exp,coexpression,15,,xxxxxx,xxxxxx,"GO:0007020, GO:0005200, GO:0005813, GO:0005829, GO:0016020, GO:0090307, GO:0051011, GO:0005816, GO:0000922, GO:0065003, GO:0008274, GO:0051415, GO:0015630, GO:0000923, GO:0000930, GO:0005515, GO:0043015, GO:0031122, GO:0005874, GO:0055037","GO:0042393, GO:0035064, GO:0071481, GO:0000781, GO:0000784, GO:0061649, GO:0005737, GO:0045830, GO:0016604, GO:0006303, GO:0005634, GO:0051260, GO:0003712, GO:0005654, GO:0005657, GO:0006281, GO:0042162, GO:2000042, GO:0006974, GO:0045893, GO:0001102, GO:0000777, GO:0051091, GO:0000077, GO:1990391, GO:0035861, GO:0045944, GO:0006351, GO:0005515, GO:0002039, GO:0003684"
CDH1,EPCAM,16836,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0007416, GO:0035635, GO:0015629, GO:0034332, GO:0016339, GO:0032794, GO:0009898, GO:0007043, GO:0051301, GO:0031175, GO:0021983, GO:0007275, GO:0022408, GO:0072425, GO:0000902, GO:0050839, GO:0040020, GO:0070062, GO:0016600, GO:0070979, GO:0097027, GO:0016021, GO:0009636, GO:0005654, GO:0098609, GO:0030198, GO:0005509, GO:1904668, GO:0048471, GO:0042802, GO:0042803, GO:0008284, GO:0005737, GO:0016328, GO:0006281, GO:0030027, GO:0070306, GO:0009986, GO:0031965, GO:0048699, GO:0008013, GO:0006974, GO:0072659, GO:0005913, GO:0045893, GO:0005886, GO:0042307, GO:0044331, GO:0007156, GO:0030506, GO:0010997, GO:0071681, GO:0007049, GO:0031145, GO:0071285, GO:0008092, GO:0043296, GO:0030054, GO:0005802, GO:0016342, GO:0045295, GO:0045296, GO:0030864, GO:0045732, GO:0005576, GO:0005515, GO:0090344, GO:0005768, GO:0005829, GO:0005680","GO:0008284, GO:0048863, GO:0016328, GO:0070062, GO:0016324, GO:0009986, GO:0001657, GO:2000648, GO:2000048, GO:0016323, GO:0098609, GO:0050900, GO:0023019, GO:0044877, GO:0005515, GO:0005886, GO:0045944, GO:0098641, GO:0005923"
PRPF19,TBL3,16891,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0005811, GO:0000244, GO:0000245, GO:0048711, GO:0071006, GO:0071007, GO:0000349, GO:0048026, GO:0000209, GO:0006283, GO:0005737, GO:0045665, GO:0005819, GO:0006303, GO:0072422, GO:0004842, GO:0005634, GO:0016020, GO:0005654, GO:0070534, GO:0042802, GO:0016607, GO:0034450, GO:0000974, GO:0006281, GO:0071013, GO:0034613, GO:0006974, GO:0061630, GO:0008610, GO:0035861, GO:0001833, GO:0010498, GO:0000398, GO:0005662, GO:0005515","GO:0034388, GO:0032040, GO:0005730, GO:0005634, GO:0005654, GO:0000462, GO:0006364, GO:0005515, GO:0030515, GO:0003723"
EME1,OSTC,16895,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005720, GO:0006974, GO:0006302, GO:0005730, GO:0000712, GO:0006281, GO:0072429, GO:0004520, GO:0036297, GO:0005654, GO:0090305, GO:0000790, GO:0005515, GO:0003677, GO:0008821, GO:0046872, GO:0031297, GO:0048476, GO:0031573","GO:0016021, GO:0004579, GO:0018279, GO:0005515, GO:0008250"
PAN2,INO80E,16918,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005783, GO:0005789, GO:0003676, GO:0042572, GO:0001649, GO:0016491, GO:0000289, GO:0005634, GO:0016020, GO:0052650, GO:0046872, GO:0005524, GO:0031251, GO:0006954, GO:0055114, GO:0090503, GO:0005829, GO:0004535, GO:0000932, GO:0000175, GO:0005765, GO:0005515, GO:0032479, GO:0006397","GO:0006310, GO:0006974, GO:0006338, GO:0006281, GO:0005634, GO:0005730, GO:0031011, GO:0005654, GO:0006355, GO:0006351, GO:0005515, GO:0016579"
DMAP1,SH2B1,16924,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0035267, GO:0005737, GO:0006306, GO:0000122, GO:0005634, GO:0003714, GO:0005654, GO:0005657, GO:0043967, GO:0000981, GO:0006281, GO:0043968, GO:0006974, GO:0045471, GO:0045892, GO:0001103, GO:0042307, GO:0006338, GO:0005829, GO:0006351, GO:0005515, GO:0040008","GO:0045840, GO:0016020, GO:0009967, GO:0005634, GO:0007596, GO:2000278, GO:0035591, GO:0007165, GO:0005515, GO:0005886, GO:0035556, GO:0005068, GO:0005829, GO:0030032"
SFPQ,SRSF2,16926,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0090575, GO:0000785, GO:0003676, GO:0003677, GO:0070888, GO:0000980, GO:0070932, GO:0005737, GO:0000380, GO:0000724, GO:0006355, GO:0005634, GO:0005654, GO:0048511, GO:0045944, GO:0016363, GO:0042826, GO:0008380, GO:0000981, GO:0003723, GO:0016607, GO:0045876, GO:0042382, GO:0006281, GO:0045087, GO:0006974, GO:0042803, GO:0042752, GO:0042754, GO:0044212, GO:1902177, GO:0000122, GO:0000398, GO:0002218, GO:0000976, GO:0006351, GO:0005515, GO:0045892, GO:0003682, GO:0006397","GO:0035061, GO:0005080, GO:0016607, GO:0036002, GO:0016605, GO:0000381, GO:0005634, GO:0003714, GO:0005654, GO:0006405, GO:0006406, GO:0033197, GO:0005737, GO:0000278, GO:0031124, GO:1903507, GO:0005829, GO:0000398, GO:0008380, GO:0003723, GO:0005515, GO:0045292, GO:0005681, GO:0006397"
PLAA,FEN1,16949,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0032430, GO:0071222, GO:0016236, GO:0007165, GO:1903861, GO:0030054, GO:0005737, GO:0070062, GO:0043161, GO:0005634, GO:1900045, GO:0016005, GO:1903423, GO:0010992, GO:0006644, GO:0006954, GO:0006693, GO:0043130, GO:0005515, GO:2001224, GO:0043162, GO:0045202","GO:0000287, GO:0017108, GO:0007613, GO:0090305, GO:0005739, GO:0003677, GO:0009650, GO:0008409, GO:0060041, GO:0006302, GO:0000724, GO:0004527, GO:0016020, GO:0004523, GO:0005654, GO:0006260, GO:0003690, GO:0046872, GO:0006309, GO:0045876, GO:0006281, GO:0030145, GO:0006974, GO:0048256, GO:0008309, GO:0045145, GO:0090502, GO:0032991, GO:0051908, GO:0004519, GO:0005730, GO:0032201, GO:0003684, GO:0043137, GO:0005515, GO:0005634, GO:0000784"
FASTKD5,FEN1,16984,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0006468, GO:0035770, GO:0005739, GO:0019843, GO:0000963, GO:0045333, GO:0003723, GO:0005515, GO:0004672, GO:0042645, GO:0006397","GO:0000287, GO:0017108, GO:0007613, GO:0090305, GO:0005739, GO:0003677, GO:0009650, GO:0008409, GO:0060041, GO:0006302, GO:0000724, GO:0004527, GO:0016020, GO:0004523, GO:0005654, GO:0006260, GO:0003690, GO:0046872, GO:0006309, GO:0045876, GO:0006281, GO:0030145, GO:0006974, GO:0048256, GO:0008309, GO:0045145, GO:0090502, GO:0032991, GO:0051908, GO:0004519, GO:0005730, GO:0032201, GO:0003684, GO:0043137, GO:0005515, GO:0005634, GO:0000784"
PSMD14,PGAM5,16988,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0070266, GO:0016791, GO:0016236, GO:0006470, GO:0016021, GO:0005096, GO:0004722, GO:0005739, GO:0005741, GO:0044877, GO:0005515, GO:0043547"
UBA52,RPS29,17000,,exp,coexpression,14,,xxxxxx,xxxxxx,"GO:0000187, GO:0006294, GO:0006297, GO:0000184, GO:0005783, GO:0019985, GO:0019068, GO:0006614, GO:0005789, GO:0061024, GO:0006296, GO:0042769, GO:0043065, GO:0070987, GO:0061418, GO:0000209, GO:0010008, GO:0005737, GO:0003735, GO:0007254, GO:0030666, GO:0005615, GO:0070498, GO:0000122, GO:0005634, GO:0006281, GO:0033683, GO:0055085, GO:0005654, GO:0070628, GO:0019058, GO:0043488, GO:0035666, GO:0016579, GO:0042276, GO:0006283, GO:0044267, GO:0006625, GO:0016567, GO:0043066, GO:0006464, GO:0070423, GO:0006974, GO:0051092, GO:0015935, GO:0031145, GO:0019221, GO:0005886, GO:0019941, GO:0051403, GO:0022627, GO:0030512, GO:0007179, GO:0031982, GO:0016197, GO:0002755, GO:0075733, GO:0031625, GO:0005840, GO:0043657, GO:0070062, GO:0005829, GO:0016055, GO:0007249, GO:0036297, GO:0000715, GO:0005765, GO:0005741, GO:0045944, GO:0005515, GO:0031386, GO:0006413, GO:0070911","GO:0005654, GO:0000184, GO:0015935, GO:0070062, GO:0005829, GO:0006614, GO:0003735, GO:0098556, GO:0008270, GO:0042788, GO:0002181, GO:0005925, GO:0006413, GO:0006412, GO:0022627"
DDX1,MRPS23,17002,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0072669, GO:0033677, GO:0000245, GO:0008026, GO:0008143, GO:0090305, GO:0003677, GO:0007275, GO:0005737, GO:0071920, GO:0006302, GO:0009615, GO:0004527, GO:0016020, GO:0003712, GO:0005654, GO:0006388, GO:0032508, GO:0005524, GO:0003723, GO:0006281, GO:0043330, GO:0006446, GO:0006974, GO:1903608, GO:0010494, GO:0004518, GO:0005829, GO:1990904, GO:0006355, GO:0003724, GO:0003725, GO:0006351, GO:0005515, GO:0003682, GO:0005634","GO:0070126, GO:0045111, GO:0070125, GO:0005840, GO:0031965, GO:0005739, GO:0003735, GO:0005743, GO:0003723, GO:0005515"
RPL15,NOP53,17021,,exp,coexpression,13,,xxxxxx,xxxxxx,"GO:0031672, GO:0000184, GO:0005840, GO:0022625, GO:0005634, GO:0016020, GO:0006614, GO:0045296, GO:0006412, GO:0003735, GO:0045471, GO:0003723, GO:0005515, GO:0002181, GO:0006413, GO:0005829","GO:1903006, GO:0032436, GO:0032435, GO:0050821, GO:0051898, GO:0042981, GO:0000027, GO:0000122, GO:1903715, GO:0005654, GO:0071456, GO:1901797, GO:1901796, GO:0042802, GO:0006281, GO:0031333, GO:0001650, GO:1990173, GO:0051726, GO:1902570, GO:1901837, GO:0014067, GO:0006974, GO:0008097, GO:0043231, GO:0039535, GO:0005829, GO:0005730, GO:0005622, GO:0033553, GO:0003723, GO:0005515, GO:0007095, GO:0001932, GO:0002039"
RPS11,RPS3,17044,,exp,coexpression,15,,xxxxxx,xxxxxx,"GO:0005737, GO:0003735, GO:0000184, GO:0005840, GO:0005730, GO:0070062, GO:0005829, GO:0016020, GO:0006614, GO:0019843, GO:0005654, GO:0003723, GO:0005515, GO:0005925, GO:0006413, GO:0006412, GO:0022627","GO:0097100, GO:0000184, GO:0005783, GO:0031116, GO:2001235, GO:0019901, GO:1902546, GO:1905053, GO:0006614, GO:0019899, GO:0050862, GO:1901224, GO:0010628, GO:0042769, GO:0003677, GO:0051536, GO:0043507, GO:0070301, GO:0005925, GO:0042981, GO:0051225, GO:0051301, GO:0022627, GO:0005737, GO:0003735, GO:0072686, GO:0070062, GO:0005730, GO:0030544, GO:0070181, GO:0005634, GO:0016020, GO:0004520, GO:0032358, GO:0005654, GO:0071159, GO:0000977, GO:0005759, GO:0031397, GO:0051879, GO:0008134, GO:0006351, GO:0032357, GO:0015631, GO:0032079, GO:0032587, GO:0006281, GO:0042104, GO:0008017, GO:0006915, GO:0031334, GO:0019104, GO:0044390, GO:0003906, GO:0019900, GO:0032743, GO:0005886, GO:0007059, GO:1902231, GO:0006979, GO:0051092, GO:0005844, GO:0061481, GO:0140078, GO:0005840, GO:0005829, GO:0071356, GO:1990904, GO:0008534, GO:0006412, GO:0006974, GO:0005743, GO:2001272, GO:0051018, GO:0003723, GO:0005515, GO:0017148, GO:0044877, GO:0045739, GO:0045738, GO:0006413, GO:0003684, GO:0003729"
SSRP1,IMP4,17047,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0006974, GO:1901796, GO:0005730, GO:0006281, GO:0006366, GO:0005654, GO:0006357, GO:0006260, GO:0003723, GO:0005515, GO:0003677, GO:0006368, GO:0003682, GO:0005694, GO:0000981","GO:0032040, GO:0042134, GO:0015629, GO:0010803, GO:0030684, GO:0010008, GO:0030660, GO:0005730, GO:0005813, GO:0016020, GO:0005654, GO:0071556, GO:0006364, GO:0031293, GO:0071458, GO:0042803, GO:0034457, GO:0033619, GO:0006465, GO:0001650, GO:0006509, GO:0005886, GO:0030515, GO:0050776, GO:0042500, GO:0000139, GO:0005765, GO:0005515"
INO80E,STX16,17054,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0006310, GO:0006974, GO:0006338, GO:0006281, GO:0005634, GO:0005730, GO:0031011, GO:0005654, GO:0006355, GO:0006351, GO:0005515, GO:0016579","GO:0006906, GO:0005484, GO:0005925, GO:0031201, GO:0005737, GO:0031985, GO:0016021, GO:0090161, GO:0048471, GO:0005794, GO:0048278, GO:0032588, GO:0019905, GO:0012505, GO:0042147, GO:0000149, GO:0043231, GO:0005829, GO:0005802, GO:0000139, GO:0005515, GO:0006886"
