symbol1,symbol2,Unnamed: 0,dbs,evidence type,methods,ntissues,pmids,uniprot1,uniprot2,go1,go2
PRPF19,TRUB2,35558,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005811, GO:0000244, GO:0000245, GO:0048711, GO:0071006, GO:0071007, GO:0000349, GO:0048026, GO:0000209, GO:0006283, GO:0005737, GO:0045665, GO:0005819, GO:0006303, GO:0072422, GO:0004842, GO:0005634, GO:0016020, GO:0005654, GO:0070534, GO:0042802, GO:0016607, GO:0034450, GO:0000974, GO:0006281, GO:0071013, GO:0034613, GO:0006974, GO:0061630, GO:0008610, GO:0035861, GO:0001833, GO:0010498, GO:0000398, GO:0005662, GO:0005515","GO:0070131, GO:0005829, GO:0009982, GO:0003723, GO:0005759, GO:0001522, GO:0006397"
FEN1,CSTF2,35565,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0000287, GO:0017108, GO:0007613, GO:0090305, GO:0005739, GO:0003677, GO:0009650, GO:0008409, GO:0060041, GO:0006302, GO:0000724, GO:0004527, GO:0016020, GO:0004523, GO:0005654, GO:0006260, GO:0003690, GO:0046872, GO:0006309, GO:0045876, GO:0006281, GO:0030145, GO:0006974, GO:0048256, GO:0008309, GO:0045145, GO:0090502, GO:0032991, GO:0051908, GO:0004519, GO:0005730, GO:0032201, GO:0003684, GO:0043137, GO:0005515, GO:0005634, GO:0000784","GO:0071920, GO:0005847, GO:0016604, GO:0031124, GO:0000398, GO:0005654, GO:0003723, GO:0005515, GO:0006369, GO:0098789, GO:0006378, GO:0003729"
MBTD1,NEIL1,35585,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0048706, GO:0035064, GO:0006325, GO:0005634, GO:0006355, GO:0006351, GO:0008270","GO:0005737, GO:0005654, GO:0006284, GO:0016798, GO:0006281, GO:0140078, GO:0005634, GO:0045008, GO:0008022, GO:0032074, GO:0005815, GO:0003906, GO:0006974, GO:0008270, GO:0006979, GO:0006289, GO:0005694, GO:0003684, GO:0019104"
TOMM5,POLR2K,35625,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0008565, GO:0006626, GO:0005739, GO:0005742, GO:0005741, GO:0016021","GO:0003677, GO:0001056, GO:0008270, GO:0001054, GO:0001055, GO:0008543, GO:0005654, GO:0005634, GO:0006281, GO:0006356, GO:0006361, GO:0006363, GO:0006367, GO:0006366, GO:0006368, GO:0045815, GO:0006383, GO:0006283, GO:0005736, GO:0006974, GO:0060964, GO:0016070, GO:0005829, GO:0000398, GO:0006370, GO:0005665, GO:0005666, GO:0042795"
COPS7B,ZNF76,35645,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0006974, GO:0006283, GO:0006281, GO:0000338, GO:0005829, GO:0000715, GO:0005654, GO:0005515, GO:0043687, GO:0008180","GO:0043565, GO:0005634, GO:0001228, GO:0006357, GO:0045944, GO:0006366, GO:0046872, GO:0006359, GO:0000981"
RPS5,NOP53,35671,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005654, GO:0000028, GO:0000184, GO:0022627, GO:0070062, GO:0005829, GO:0016020, GO:1990904, GO:0006614, GO:0019843, GO:0003735, GO:0005840, GO:0006450, GO:0003723, GO:0005515, GO:0005925, GO:0006413, GO:0006412, GO:0003729","GO:1903006, GO:0032436, GO:0032435, GO:0050821, GO:0051898, GO:0042981, GO:0000027, GO:0000122, GO:1903715, GO:0005654, GO:0071456, GO:1901797, GO:1901796, GO:0042802, GO:0006281, GO:0031333, GO:0001650, GO:1990173, GO:0051726, GO:1902570, GO:1901837, GO:0014067, GO:0006974, GO:0008097, GO:0043231, GO:0039535, GO:0005829, GO:0005730, GO:0005622, GO:0033553, GO:0003723, GO:0005515, GO:0007095, GO:0001932, GO:0002039"
NEIL1,EIF2S1,35709,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005737, GO:0005654, GO:0006284, GO:0016798, GO:0006281, GO:0140078, GO:0005634, GO:0045008, GO:0008022, GO:0032074, GO:0005815, GO:0003906, GO:0006974, GO:0008270, GO:0006979, GO:0006289, GO:0005694, GO:0003684, GO:0019104","GO:0044207, GO:1990737, GO:0034605, GO:0034198, GO:0034063, GO:0034644, GO:0046777, GO:0043614, GO:0070062, GO:0005850, GO:0005851, GO:0005634, GO:0016020, GO:0097451, GO:0043022, GO:1905098, GO:0032057, GO:0036499, GO:1901216, GO:0033290, GO:0034599, GO:0055085, GO:0010494, GO:0005844, GO:0007568, GO:0005829, GO:2000676, GO:0003723, GO:0005515, GO:0003743, GO:0006413, GO:0034976"
POLR2L,COX8A,35727,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0001055, GO:0001056, GO:0008270, GO:0001054, GO:0003677, GO:0008543, GO:0005654, GO:0005634, GO:0006281, GO:0006370, GO:0006361, GO:0006363, GO:0006367, GO:0006366, GO:0006368, GO:0045815, GO:0006383, GO:0006283, GO:0005736, GO:0006974, GO:0060964, GO:0003899, GO:0016070, GO:0005829, GO:0000428, GO:0000398, GO:0006356, GO:0005665, GO:0005515, GO:0005666, GO:0042795","GO:0005743, GO:0006091, GO:0005739, GO:0016021, GO:0005515"
JUNB,BTG2,35744,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0019221, GO:0009314, GO:0060716, GO:0001077, GO:0000785, GO:0003677, GO:0060136, GO:0010941, GO:0032496, GO:0001649, GO:0034097, GO:0035976, GO:0001829, GO:0000122, GO:0033687, GO:0003714, GO:0003713, GO:0009612, GO:0010033, GO:0005654, GO:0006366, GO:0000981, GO:0042127, GO:0005667, GO:0008134, GO:0030316, GO:0071277, GO:0045597, GO:0000790, GO:0051591, GO:0000978, GO:0001570, GO:0051726, GO:0042493, GO:0032870, GO:0006357, GO:0045944, GO:0005515, GO:0046697","GO:0006479, GO:0045930, GO:0043524, GO:0031175, GO:0001078, GO:0014070, GO:0005737, GO:0070062, GO:0000122, GO:0005634, GO:0009612, GO:0035914, GO:0021954, GO:2000178, GO:0008285, GO:0006281, GO:0021542, GO:0060213, GO:0008306, GO:0043434, GO:0051602, GO:0006974, GO:0009952, GO:0005829, GO:0006977, GO:0006351, GO:0005515, GO:0017148"
PSMD14,FARSA,35785,,exp,coexpression,14,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0005737, GO:0004826, GO:0000049, GO:0006432, GO:0009328, GO:0005829, GO:0016020, GO:0051290, GO:0003723, GO:0005515, GO:0005524"
CCDC47,NEIL1,35809,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005791, GO:0005783, GO:0006983, GO:0007029, GO:0016021, GO:0016020, GO:0009791, GO:0005509, GO:0003723, GO:0005515, GO:0030433, GO:0001649, GO:0055074","GO:0005737, GO:0005654, GO:0006284, GO:0016798, GO:0006281, GO:0140078, GO:0005634, GO:0045008, GO:0008022, GO:0032074, GO:0005815, GO:0003906, GO:0006974, GO:0008270, GO:0006979, GO:0006289, GO:0005694, GO:0003684, GO:0019104"
RPS3,RPS3A,35813,,exp,coexpression,14,,xxxxxx,xxxxxx,"GO:0097100, GO:0000184, GO:0005783, GO:0031116, GO:2001235, GO:0019901, GO:1902546, GO:1905053, GO:0006614, GO:0019899, GO:0050862, GO:1901224, GO:0010628, GO:0042769, GO:0003677, GO:0051536, GO:0043507, GO:0070301, GO:0005925, GO:0042981, GO:0051225, GO:0051301, GO:0022627, GO:0005737, GO:0003735, GO:0072686, GO:0070062, GO:0005730, GO:0030544, GO:0070181, GO:0005634, GO:0016020, GO:0004520, GO:0032358, GO:0005654, GO:0071159, GO:0000977, GO:0005759, GO:0031397, GO:0051879, GO:0008134, GO:0006351, GO:0032357, GO:0015631, GO:0032079, GO:0032587, GO:0006281, GO:0042104, GO:0008017, GO:0006915, GO:0031334, GO:0019104, GO:0044390, GO:0003906, GO:0019900, GO:0032743, GO:0005886, GO:0007059, GO:1902231, GO:0006979, GO:0051092, GO:0005844, GO:0061481, GO:0140078, GO:0005840, GO:0005829, GO:0071356, GO:1990904, GO:0008534, GO:0006412, GO:0006974, GO:0005743, GO:2001272, GO:0051018, GO:0003723, GO:0005515, GO:0017148, GO:0044877, GO:0045739, GO:0045738, GO:0006413, GO:0003684, GO:0003729","GO:0005737, GO:0000184, GO:0005783, GO:0005730, GO:0048027, GO:0070062, GO:0005634, GO:0030154, GO:1990904, GO:0006614, GO:0006412, GO:0005654, GO:0043066, GO:0003723, GO:0005515, GO:0005925, GO:0006413, GO:0005829, GO:0022627"
BCCIP,CCT6A,35885,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0034453, GO:0015631, GO:0000132, GO:0005829, GO:0006281, GO:0005813, GO:0000079, GO:0097431, GO:0000055, GO:0005814, GO:0005654, GO:0006974, GO:0007052, GO:0090307, GO:0000226, GO:0003723, GO:0005515, GO:0061101, GO:0019908, GO:0005634, GO:0019207","GO:0005737, GO:0006457, GO:0070062, GO:0005829, GO:0032212, GO:0005832, GO:0050821, GO:1904874, GO:0071987, GO:0003723, GO:0005515, GO:1904871, GO:1904851, GO:0005874, GO:0005524"
MRTO4,UBE2N,35902,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005737, GO:0005730, GO:0006364, GO:0000956, GO:0003723, GO:0005515, GO:0000027","GO:0000187, GO:0035370, GO:0070498, GO:0031058, GO:0005737, GO:0007254, GO:0006303, GO:0070062, GO:0006301, GO:0000724, GO:0000729, GO:0005654, GO:0016574, GO:0033182, GO:0006508, GO:0070534, GO:0005524, GO:0043123, GO:0050852, GO:0006282, GO:0006281, GO:0006464, GO:0001650, GO:0004842, GO:0061631, GO:0031372, GO:0051092, GO:0032991, GO:0051443, GO:0005829, GO:0070423, GO:0000151, GO:0006974, GO:0016567, GO:0043130, GO:0003723, GO:0005515, GO:0045739, GO:0005634"
NEIL1,AGAP4,35924,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005737, GO:0005654, GO:0006284, GO:0016798, GO:0006281, GO:0140078, GO:0005634, GO:0045008, GO:0008022, GO:0032074, GO:0005815, GO:0003906, GO:0006974, GO:0008270, GO:0006979, GO:0006289, GO:0005694, GO:0003684, GO:0019104","GO:0005634, GO:0046872, GO:0005096, GO:0043547"
PSMD14,MRPL4,35964,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0070126, GO:0070125, GO:0005515, GO:0003735, GO:0005743, GO:0003723, GO:0005762"
GALT,DMAP1,35968,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005794, GO:0005829, GO:0008108, GO:0006012, GO:0006011, GO:0008270, GO:0005515, GO:0006258, GO:0019388, GO:0033499","GO:0035267, GO:0005737, GO:0006306, GO:0000122, GO:0005634, GO:0003714, GO:0005654, GO:0005657, GO:0043967, GO:0000981, GO:0006281, GO:0043968, GO:0006974, GO:0045471, GO:0045892, GO:0001103, GO:0042307, GO:0006338, GO:0005829, GO:0006351, GO:0005515, GO:0040008"
FEN1,RBM15B,35973,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0000287, GO:0017108, GO:0007613, GO:0090305, GO:0005739, GO:0003677, GO:0009650, GO:0008409, GO:0060041, GO:0006302, GO:0000724, GO:0004527, GO:0016020, GO:0004523, GO:0005654, GO:0006260, GO:0003690, GO:0046872, GO:0006309, GO:0045876, GO:0006281, GO:0030145, GO:0006974, GO:0048256, GO:0008309, GO:0045145, GO:0090502, GO:0032991, GO:0051908, GO:0004519, GO:0005730, GO:0032201, GO:0003684, GO:0043137, GO:0005515, GO:0005634, GO:0000784","GO:0016607, GO:0036396, GO:0000381, GO:0016032, GO:0005730, GO:0005634, GO:0005635, GO:0006913, GO:0000398, GO:0005654, GO:0009048, GO:0045892, GO:0003723, GO:0005515, GO:0001510, GO:0003676, GO:0006397, GO:0008380, GO:0006406, GO:0006351"
DDX1,USP5,35976,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0072669, GO:0033677, GO:0000245, GO:0008026, GO:0008143, GO:0090305, GO:0003677, GO:0007275, GO:0005737, GO:0071920, GO:0006302, GO:0009615, GO:0004527, GO:0016020, GO:0003712, GO:0005654, GO:0006388, GO:0032508, GO:0005524, GO:0003723, GO:0006281, GO:0043330, GO:0006446, GO:0006974, GO:1903608, GO:0010494, GO:0004518, GO:0005829, GO:1990904, GO:0006355, GO:0003724, GO:0003725, GO:0006351, GO:0005515, GO:0003682, GO:0005634","GO:0032436, GO:0005829, GO:0071108, GO:0036459, GO:0005764, GO:0004197, GO:0008270, GO:0005515, GO:0006511, GO:0016579, GO:0004843, GO:0043130"
PFDN5,NOP53,35988,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005737, GO:0090090, GO:0006457, GO:0005634, GO:0003714, GO:0051082, GO:0006355, GO:0045892, GO:0060041, GO:0005515, GO:0016272","GO:1903006, GO:0032436, GO:0032435, GO:0050821, GO:0051898, GO:0042981, GO:0000027, GO:0000122, GO:1903715, GO:0005654, GO:0071456, GO:1901797, GO:1901796, GO:0042802, GO:0006281, GO:0031333, GO:0001650, GO:1990173, GO:0051726, GO:1902570, GO:1901837, GO:0014067, GO:0006974, GO:0008097, GO:0043231, GO:0039535, GO:0005829, GO:0005730, GO:0005622, GO:0033553, GO:0003723, GO:0005515, GO:0007095, GO:0001932, GO:0002039"
BCCIP,SSB,35992,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0034453, GO:0015631, GO:0000132, GO:0005829, GO:0006281, GO:0005813, GO:0000079, GO:0097431, GO:0000055, GO:0005814, GO:0005654, GO:0006974, GO:0007052, GO:0090307, GO:0000226, GO:0003723, GO:0005515, GO:0061101, GO:0019908, GO:0005634, GO:0019207","GO:0005737, GO:0000049, GO:0008033, GO:0006409, GO:0075522, GO:0005634, GO:0042803, GO:0008334, GO:0008266, GO:0001682, GO:0042780, GO:0000784, GO:0005515, GO:0003723, GO:0006400, GO:1990904, GO:1903608, GO:0071045, GO:1990825, GO:0003729"
CCDC14,DMAP1,36061,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005813, GO:0034451, GO:0021762, GO:0005515, GO:0071539","GO:0035267, GO:0005737, GO:0006306, GO:0000122, GO:0005634, GO:0003714, GO:0005654, GO:0005657, GO:0043967, GO:0000981, GO:0006281, GO:0043968, GO:0006974, GO:0045471, GO:0045892, GO:0001103, GO:0042307, GO:0006338, GO:0005829, GO:0006351, GO:0005515, GO:0040008"
CPSF3,XRCC4,36063,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0090502, GO:0006398, GO:0005847, GO:0008409, GO:0031124, GO:0031126, GO:0004521, GO:0000398, GO:0034247, GO:0005654, GO:0046872, GO:0003723, GO:0005515, GO:0006369, GO:0098789, GO:0006378, GO:0006379, GO:0006406","GO:0032807, GO:0008022, GO:0051103, GO:0003677, GO:0010165, GO:0006303, GO:0006302, GO:0075713, GO:0005634, GO:0005654, GO:0042802, GO:0070419, GO:0006281, GO:0006974, GO:0000793, GO:0005958, GO:0016874, GO:0006310, GO:0071285, GO:0005829, GO:0051351, GO:0005515"
RPS5,UBA52,36117,,exp,coexpression,13,,xxxxxx,xxxxxx,"GO:0005654, GO:0000028, GO:0000184, GO:0022627, GO:0070062, GO:0005829, GO:0016020, GO:1990904, GO:0006614, GO:0019843, GO:0003735, GO:0005840, GO:0006450, GO:0003723, GO:0005515, GO:0005925, GO:0006413, GO:0006412, GO:0003729","GO:0000187, GO:0006294, GO:0006297, GO:0000184, GO:0005783, GO:0019985, GO:0019068, GO:0006614, GO:0005789, GO:0061024, GO:0006296, GO:0042769, GO:0043065, GO:0070987, GO:0061418, GO:0000209, GO:0010008, GO:0005737, GO:0003735, GO:0007254, GO:0030666, GO:0005615, GO:0070498, GO:0000122, GO:0005634, GO:0006281, GO:0033683, GO:0055085, GO:0005654, GO:0070628, GO:0019058, GO:0043488, GO:0035666, GO:0016579, GO:0042276, GO:0006283, GO:0044267, GO:0006625, GO:0016567, GO:0043066, GO:0006464, GO:0070423, GO:0006974, GO:0051092, GO:0015935, GO:0031145, GO:0019221, GO:0005886, GO:0019941, GO:0051403, GO:0022627, GO:0030512, GO:0007179, GO:0031982, GO:0016197, GO:0002755, GO:0075733, GO:0031625, GO:0005840, GO:0043657, GO:0070062, GO:0005829, GO:0016055, GO:0007249, GO:0036297, GO:0000715, GO:0005765, GO:0005741, GO:0045944, GO:0005515, GO:0031386, GO:0006413, GO:0070911"
PSMD14,UCHL3,36152,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0022624, GO:0061578, GO:1904813, GO:0031597, GO:0000502, GO:0008541, GO:0006303, GO:0070628, GO:0000724, GO:0043161, GO:0005634, GO:0004843, GO:0005654, GO:0006511, GO:0008237, GO:0046872, GO:0016579, GO:0070536, GO:0006281, GO:0061136, GO:0043687, GO:0061133, GO:0006974, GO:0045471, GO:0034774, GO:0010950, GO:0036459, GO:0005829, GO:0043312, GO:0005576, GO:0005515","GO:0005737, GO:0019784, GO:0043687, GO:0005634, GO:0004843, GO:0036459, GO:0006511, GO:0030163, GO:0005515, GO:0008233, GO:0016579, GO:0005829, GO:0043130"
NEIL1,SPG7,36169,,exp,coexpression,13,,xxxxxx,xxxxxx,"GO:0005737, GO:0005654, GO:0006284, GO:0016798, GO:0006281, GO:0140078, GO:0005634, GO:0045008, GO:0008022, GO:0032074, GO:0005815, GO:0003906, GO:0006974, GO:0008270, GO:0006979, GO:0006289, GO:0005694, GO:0003684, GO:0019104","GO:0046902, GO:0004222, GO:0005757, GO:0006851, GO:0007399, GO:0005739, GO:0005743, GO:1902686, GO:0051082, GO:0008270, GO:0005515, GO:0006508, GO:0008233, GO:0005524, GO:0007005"
HSPE1-MOB4,RUVBL2,36191,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005737, GO:0006457, GO:0005524","GO:0003714, GO:0006457, GO:0035066, GO:0017025, GO:0031011, GO:0031490, GO:0035267, GO:0016887, GO:0034644, GO:0003678, GO:0000812, GO:0001094, GO:0005719, GO:0070062, GO:0005813, GO:0005634, GO:0016020, GO:0051082, GO:0005654, GO:0071392, GO:0042802, GO:0043967, GO:0071169, GO:0043141, GO:0016363, GO:0071339, GO:0005524, GO:0000980, GO:0090090, GO:0016573, GO:0006281, GO:0043968, GO:0004003, GO:0032508, GO:0008013, GO:1903507, GO:0006974, GO:0042803, GO:0043531, GO:0006310, GO:0000492, GO:0006338, GO:1904874, GO:0005829, GO:0071733, GO:1990904, GO:0097255, GO:0005622, GO:0071899, GO:0051117, GO:0006357, GO:0045944, GO:0006351, GO:0005515, GO:0000979, GO:0040008"
NISCH,ATXN3,36214,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005737, GO:0005178, GO:0055037, GO:0016020, GO:0016601, GO:0030336, GO:0035091, GO:0005829, GO:0006915, GO:0030036, GO:0032228, GO:0019901, GO:0005200, GO:0008217, GO:0005515, GO:0005886, GO:0006006, GO:0005769, GO:0042802, GO:0048243","GO:1904294, GO:0034605, GO:0005886, GO:0030036, GO:0061578, GO:1904379, GO:0000226, GO:0042405, GO:0005737, GO:0005730, GO:0005789, GO:0043161, GO:0005634, GO:0036459, GO:0005654, GO:0071218, GO:0005759, GO:0016363, GO:0016579, GO:0070536, GO:0071108, GO:0006281, GO:0010810, GO:0051117, GO:0006289, GO:0006974, GO:0035520, GO:0007268, GO:0031966, GO:0004843, GO:0031625, GO:0007399, GO:0045104, GO:0005829, GO:0006355, GO:0006511, GO:0006351, GO:0005515, GO:0006515, GO:1990380"
RPS27A,RPL23,36228,,exp,coexpression,17,,xxxxxx,xxxxxx,"GO:0000187, GO:0006294, GO:0006297, GO:0000184, GO:0015935, GO:0019985, GO:0019068, GO:0019058, GO:0006614, GO:0005789, GO:0061024, GO:0006296, GO:0042769, GO:0043065, GO:0070987, GO:0061418, GO:0000209, GO:0010008, GO:0005737, GO:0003735, GO:0007254, GO:0030666, GO:0005615, GO:0070498, GO:0000122, GO:0043209, GO:0005634, GO:0016020, GO:0033683, GO:0055085, GO:0005654, GO:0070628, GO:0016055, GO:0043488, GO:0035666, GO:0046872, GO:0016579, GO:0042276, GO:0006283, GO:0044267, GO:0006625, GO:0019941, GO:0043066, GO:0031145, GO:0070423, GO:0006974, GO:0051092, GO:0019221, GO:0005886, GO:0051403, GO:0006281, GO:0022627, GO:0030512, GO:0007179, GO:0031982, GO:0016197, GO:0002755, GO:0075733, GO:0031625, GO:0043657, GO:0070062, GO:0005829, GO:0005730, GO:0007249, GO:0036297, GO:0000715, GO:0016567, GO:0005741, GO:0045944, GO:0003723, GO:0005515, GO:0031386, GO:0006413, GO:0006412, GO:0070911","GO:0071158, GO:0000184, GO:0022625, GO:0006610, GO:0070180, GO:0006614, GO:0050821, GO:0010628, GO:0005925, GO:0005737, GO:0003735, GO:0070062, GO:0000122, GO:0016020, GO:2000059, GO:0005654, GO:1901798, GO:1990948, GO:0071157, GO:0008284, GO:0032986, GO:1904667, GO:0072717, GO:0031625, GO:0032991, GO:0005840, GO:0001223, GO:0005829, GO:0005730, GO:0045944, GO:0003723, GO:0005515, GO:0006413, GO:0006412"
SSRP1,WDR46,36252,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0006974, GO:1901796, GO:0005730, GO:0006281, GO:0006366, GO:0005654, GO:0006357, GO:0006260, GO:0003723, GO:0005515, GO:0003677, GO:0006368, GO:0003682, GO:0005694, GO:0000981","GO:0005654, GO:0032040, GO:0005730, GO:0005575, GO:0000462, GO:0003723, GO:0006364"
ITFG2,DMAP1,36284,,exp,coexpression,11,,xxxxxx,xxxxxx,"GO:0005765, GO:0005829, GO:1904262, GO:0005654, GO:0042149, GO:0140007, GO:0034198, GO:0002314","GO:0035267, GO:0005737, GO:0006306, GO:0000122, GO:0005634, GO:0003714, GO:0005654, GO:0005657, GO:0043967, GO:0000981, GO:0006281, GO:0043968, GO:0006974, GO:0045471, GO:0045892, GO:0001103, GO:0042307, GO:0006338, GO:0005829, GO:0006351, GO:0005515, GO:0040008"
SHPRH,EP400,36289,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0006974, GO:0031625, GO:0006281, GO:0061630, GO:0006334, GO:0000786, GO:0004386, GO:0005654, GO:0016567, GO:0005515, GO:0003677, GO:0046872, GO:0004842, GO:0000209, GO:0005524","GO:0016607, GO:0043967, GO:0043968, GO:0004386, GO:0005654, GO:0000812, GO:0035267, GO:0005515, GO:0003677, GO:1990405, GO:0003682, GO:0005524"
LUC7L3,DMAP1,36310,,exp,coexpression,12,,xxxxxx,xxxxxx,"GO:0016607, GO:0005634, GO:0071004, GO:0005654, GO:0006376, GO:0003723, GO:0005515, GO:0003677, GO:0005685, GO:0008380, GO:0003729","GO:0035267, GO:0005737, GO:0006306, GO:0000122, GO:0005634, GO:0003714, GO:0005654, GO:0005657, GO:0043967, GO:0000981, GO:0006281, GO:0043968, GO:0006974, GO:0045471, GO:0045892, GO:0001103, GO:0042307, GO:0006338, GO:0005829, GO:0006351, GO:0005515, GO:0040008"
HAT1,XRCC6,36312,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0005737, GO:0006348, GO:0032991, GO:0043231, GO:0043967, GO:0006336, GO:0006475, GO:0005634, GO:0006335, GO:0004402, GO:0006323, GO:0005654, GO:0000790, GO:0042393, GO:0000784, GO:0005515, GO:0016363, GO:0007584, GO:0010485","GO:0008022, GO:0071480, GO:0071481, GO:1904813, GO:0000783, GO:0044877, GO:0000784, GO:0003677, GO:0030332, GO:0000723, GO:0006303, GO:0005730, GO:0075713, GO:0005634, GO:0016020, GO:0071475, GO:0005654, GO:0006266, GO:0042162, GO:0003690, GO:0003691, GO:0045087, GO:0005524, GO:0003723, GO:0043564, GO:0005515, GO:0048660, GO:0006281, GO:0004003, GO:0032508, GO:0051290, GO:0006974, GO:0032481, GO:0045892, GO:0045893, GO:0034774, GO:0051575, GO:0006310, GO:0044212, GO:0032991, GO:0007420, GO:0032993, GO:0005829, GO:0043312, GO:0002218, GO:0005576, GO:0045944, GO:0006351, GO:0005667, GO:0070419, GO:0045860, GO:0097680, GO:0003684"
SEM1,SNRPE,36313,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0006974, GO:0006281, GO:0000724","GO:0000245, GO:0008334, GO:0071007, GO:0034709, GO:0000387, GO:0005634, GO:0005654, GO:0006369, GO:0005697, GO:0046540, GO:0005515, GO:0071013, GO:0034715, GO:0051170, GO:0042633, GO:0034719, GO:0030532, GO:0005829, GO:0000398, GO:0003723, GO:0005689, GO:0005687, GO:0005686, GO:0005685, GO:0005683, GO:0005682, GO:0005681"
JMJD7-PLA2G4B,ATM,36324,,exp,coexpression,10,,xxxxxx,xxxxxx,,"GO:0071044, GO:0018105, GO:0071480, GO:0033151, GO:0006281, GO:0030889, GO:0045141, GO:0009791, GO:0044877, GO:0007165, GO:0035264, GO:0003677, GO:0001666, GO:0042981, GO:0007143, GO:0007140, GO:0000723, GO:0043065, GO:0005819, GO:0006303, GO:0001541, GO:0005730, GO:0031410, GO:0000729, GO:0071481, GO:0032212, GO:0032210, GO:0046777, GO:0005654, GO:0004674, GO:0004677, GO:0006260, GO:0048538, GO:0016572, GO:1901796, GO:1903626, GO:0010506, GO:0005524, GO:1904884, GO:0036289, GO:0006468, GO:0000781, GO:1904358, GO:0097695, GO:0007507, GO:1904354, GO:0016303, GO:0033129, GO:0097694, GO:0043517, GO:0006974, GO:0006975, GO:0051402, GO:0006977, GO:0042159, GO:1903978, GO:0036092, GO:0010212, GO:0008340, GO:0007131, GO:0001756, GO:0008630, GO:0000784, GO:0007050, GO:0072434, GO:1905843, GO:0007420, GO:0047485, GO:0071500, GO:1990391, GO:1900034, GO:0090399, GO:0000724, GO:0016301, GO:0002377, GO:0048599, GO:0051972, GO:0005515, GO:0007094, GO:0046983, GO:0002331, GO:1904262, GO:0005634, GO:0043525"
RUNX1,NABP1,36336,,exp,coexpression,10,,xxxxxx,xxxxxx,"GO:0030111, GO:2000810, GO:0045652, GO:0045589, GO:0005654, GO:0000122, GO:0005634, GO:0045766, GO:0016513, GO:1902036, GO:0030854, GO:0006366, GO:0005524, GO:0033146, GO:0050855, GO:0030182, GO:0032743, GO:0045595, GO:0045893, GO:0045616, GO:0071425, GO:0044212, GO:0043231, GO:0001959, GO:0005829, GO:0001228, GO:0043378, GO:0006357, GO:0045944, GO:0000977, GO:0005515, GO:0048935, GO:0043371, GO:0030097, GO:0000978, GO:0045637, GO:0000981","GO:0006974, GO:0010212, GO:0005829, GO:0000724, GO:0005634, GO:0006281, GO:0005654, GO:0003723, GO:0005515, GO:0042795, GO:0007093, GO:0003697, GO:0070876, GO:0000784"
